id,TipoDeInmueble,TipoDeOperacion,Dormitorios,Precio,Moneda,Zona,FechaDeActualización,Descripcion
2329,Comercio,Alquileres,,,Moneda no identificada,Bº Centro,25.09.2023,"Oficina 3 ambientes, en gral Paz y 9 de julio(excelente ubicación)"
2333,Comercio,Alquileres,,,Moneda no identificada,Bº Alta Córdoba,25.09.2023,Alquiler - Cochera - Bº Alta Córdoba - Gianelli 681
2340,Comercio,Alquileres,,,Moneda no identificada,Bº Chacra del Norte,25.09.2023,"Alquiler Predio con 2 Galpones,  Vestuarios y casa Circunvalación y Ruta 19"
2341,Comercio,Alquileres,,,Moneda no identificada,Bº Chacra del Norte,25.09.2023,Alquiler o venta  Predio con 2 Galpones baños y garita Circunvalación y Ruta 
2345,null,null,,,Moneda no identificada,Bº Ayacucho,25.09.2023,Depto en acebey al 1900 c garage y 2terrazas  luminoso 
2352,Departamento,Alquileres,1.0,,Moneda no identificada,Bº Alta Córdoba,23.09.2023,DUEÑO ALQ DEPTO en ZONA PATIO OLMO
2386,Comercio,Alquileres,,,Moneda no identificada,Bº Centro,21.09.2023,Importante Inmueble para Uso Comercial
2403,Casa,Alquileres,,,Moneda no identificada,Bº Villa Retiro,21.09.2023,CASA EN ALQUILER B°VILLA RETIRO
2413,Casa,Alquileres,3.0,,Moneda no identificada,Bº Rocío del Sur,20.09.2023,Alquiler / Casa A estrenar / Country Roció del Sur.
2414,Comercio,Alquileres,,,Moneda no identificada,Bº Jardín,20.09.2023,EXCELENTE LOCAL ESQUINA A METROS DE AV. OHIGGINS OHIGINS
2424,Comercio,Alquileres,,,Moneda no identificada,Bº Jardín,20.09.2023,EXCELENTE LOCAL / B° JARDIN / IDEAL OFICINAS / GASTRONOMIA
2453,Departamento,Alquileres,2.0,,Moneda no identificada,Bº Los Platanos,19.09.2023,EXCELENTE DEPTO 2 DORM. EN COMPLEJO TIPO DUPLEX
2454,Departamento,Alquileres,1.0,,Moneda no identificada,Bº Los Platanos,19.09.2023,MUY BUEN DEPARTAMENTO TIPO DUPLEX EN PEQUEÑO COMPLEJO
2464,Comercio,Alquileres,,,Moneda no identificada,null,18.09.2023,Espacio Aéreo para alquiler 
2465,Comercio,Alquileres,,,Moneda no identificada,null,18.09.2023,Alquilo Espacio Aéreo Pantalla Led  /  Cartel
2466,Comercio,Alquileres,,,Moneda no identificada,null,18.09.2023,Alquilo espacio publicitario
2467,Dúplex,Alquileres,2.0,,Moneda no identificada,Bº Alto Alberdi,18.09.2023,Dueño alquila
2472,Casa,Alquileres,,,Moneda no identificada,Bº Otro,18.09.2023,EDUARDO FIGUEROA SERVICIOS INMOBILIARIOS-ADMINISTRACION Y VENTA DE PROPIEDADES
2473,Casa,Alquileres,,,Moneda no identificada,Bº Otro,18.09.2023,"ATENCIÓN PROPIETARIOS DE BARRIOS ZONA SUR GESTIONAMOS LA VENTA O ALQIULER DE SU CASA,  LOCAL O DPTO.**CONSULTENOS AHORA**SERIEDAD"
2474,Casa,Alquileres,,,Moneda no identificada,Bº Villa el Libertador,18.09.2023,"¿QUIERE COMPRAR,  VENDER O ALQUILAR UNA PROPIEDAD? *** WWW.EDUFIGUEROA.COM.AR*** CONTACTENOS AHORA *** SERIEDAD--RESPONSABILIDAD**"
2475,Departamento,Alquileres,,,Moneda no identificada,Bº Villa el Libertador,18.09.2023,¿BUSCA SERIEDAD Y RESPONSABILIDAD? EDUARDO FIGUEROA ADMINISTRACION Y VENTA DE PROPIEDADES*CONTACTENOS AHORA*
2526,Comercio,Alquileres,,,Moneda no identificada,Bº Villa Retiro,14.09.2023, LOTE  /  FRACCION
2553,Comercio,Alquileres,,,Moneda no identificada,Bº Cofico,13.09.2023,Cofico Excelentes   Seguridad (AMOBLADAS)
2554,Comercio,Alquileres,,,Moneda no identificada,Bº Alberdi,13.09.2023,"Excelente oficinas recepción ,  sala de reunión "
2579,Departamento,Alquileres,,,Moneda no identificada,Bº Alberdi,12.09.2023,MONOAMBIENTE 3° PISO ★★★- LA RIOJA 1173
2598,Comercio,Alquileres,,,Moneda no identificada,null,11.09.2023," Irigoyen al 400,  LOCAL UNICO"
2611,Comercio,Alquileres,,,Moneda no identificada,Bº Nueva Córdoba,11.09.2023,NUEVA CORDOBA - Independencia al 700 - Consultorios
2617,Departamento,Alquileres,4.0,,Moneda no identificada,Bº Centro,11.09.2023,DUEÑO ALQUILA DEPARTAMENTO 4 DORMITORIOS APTO USO COMERCIAL O VIVIENDA
2618,Comercio,Alquileres,,,Moneda no identificada,Bº Villa Retiro,11.09.2023,VILLA RETIRO - ESPECTACULAR PREDIO 2 HECTAREAS CON 6 GALPONES
2619,Comercio,Alquileres,,,Moneda no identificada,null,11.09.2023,DUEÑO VENDE OFICINA TORRE GARDEN
2623,Comercio,Alquileres,,,Moneda no identificada,Bº Centro,11.09.2023,ALQUILO OFICINA PEQUEÑA CENTRO - ZONA PEATONAL
2624,Comercio,Alquileres,,,Moneda no identificada,Bº Centro,11.09.2023, CENTRO Alquilo espectacular oficina 380Mts
2686,null,null,,,Moneda no identificada,Bº Villa Retiro,29.07.2023,Copia de LOTE  /  FRACCION
2688,Departamento,Alquileres,2.0,,Moneda no identificada,Bº Nueva Córdoba,28.07.2023,NUEVA CORDOBA Neces. Urg.
