id,TipoDeInmueble,TipoDeOperacion,Dormitorios,Precio,Moneda,Zona,FechaDeActualización,Descripcion
1,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Centro,08.10.2023,Centro- Calle Belgrano 280- Externo- Living- Cocina- Baño- Dormitorio c / placar
2,Casa,Alquiler,3.0,2000.0,Dólares,Bº El Bosque,08.10.2023, El Bosque  Alquiler- 3 Dormitorios en planta baja - Pileta
3,Casa,Alquiler,3.0,2000.0,Dólares,Bº El Bosque,08.10.2023,ALQUILER - El Bosque - 3 Dormitorios en planta baja - Pileta
4,Comercio,Alquiler,,800000.0,Pesos,Bº Villa Belgrano,08.10.2023,Excelente local en alquiler en Villa Belgrano - en Complejo MilNueveDiez
5,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Centro,08.10.2023,Alquilo hermoso depto de 1 dormitorio con Balcón
6,Departamento,Alquiler,2.0,150000.0,Pesos,Bº Alberdi,08.10.2023,ALQUILER DEPARTAMENTO BARRIO ALBERDI
7,Casa,Alquiler,4.0,700000.0,Pesos,Bº Nueva Córdoba,08.10.2023,APTO RESIDENCIA!! PARQUE VELEZ SARFIELD!!
8,Casa,Alquiler,3.0,350000.0,Pesos,Bº Claros del Bosque,08.10.2023,Amplio Dúplex en Alquiler - Claros del Bosque ~
9,Departamento,Alquiler,2.0,280000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Bº NVA CBA - ALQ DPTO 2 DORM CON BALCON - A POCAS CUADRAS DE PLAZA ESPAÑA
10,Departamento,Alquiler,2.0,120000.0,Pesos,Bº Observatorio,08.10.2023,ALQUILO DPTO 2 DORMITORIOS B° OBSERVATORIO.
11,Departamento,Alquiler,3.0,1100.0,Dólares,Bº Nueva Córdoba,08.10.2023,Imperdible departamento de ALTA GAMA
12,Comercio,Alquiler,,200000.0,Pesos,Bº General Paz,08.10.2023,ALQUILO LOCAL EN BARRIO GRAL PAZ!!!
13,Casa,Alquiler,2.0,180000.0,Pesos,Bº Pueyrredon,08.10.2023,IMAGINACION - ESPACIO - COMODIDAD!!!
14,Departamento,Alquiler,3.0,1400.0,Dólares,Bº Villa Belgrano,08.10.2023,ALQUILER DEPARTAMENTO DE CATEGORÍA 1910 - 3 DORM  /  3 BAÑOS - 2 COCHERAS
15,Casa,Alquiler,2.0,120000.0,Pesos,Bº Don Bosco,08.10.2023,B° Don Bosco - Casa de 2 Dormitorios Amplia y Luminosa con Patio y Cochera
16,Departamento,Alquiler,1.0,43000.0,Dólares,Bº Centro,08.10.2023,OPORTUNIDAD!! 1 DORMITORIO  JUJUY 177
17,Casa,Alquiler,2.0,110000.0,Pesos,Bº Horizonte,08.10.2023,CASA DE 2 DORM-BARRIO HORIZONTE
19,Comercio,Alquiler,,220000.0,Pesos,Bº Aeronautico,08.10.2023,Alquilo Local Alquiler Av. Fuerza Aérea 4637
20,Comercio,Alquiler,,80000.0,Pesos,Bº Centro,08.10.2023,LOCAL EN ALQUILER - GALERIA SAINT MICHEL
21,Departamento,Alquiler,3.0,300000.0,Pesos,Bº Alberdi,08.10.2023,VIVIR BIEN ES... VIVIR A PLENO!!! MIRA!!
22,Departamento,Alquiler,1.0,150000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NUEVA CORDOBA!!! ALQUILER DEPTO UN DORMITORIO FRENTE EXCELENTE VISTA!!!
23,Departamento,Alquiler,3.0,1500.0,Dólares,Bº Villa Belgrano,08.10.2023,ALQUILER 3 DORM 2 COCH A ESTR  CONDO SAINT JORDI 
24,Departamento,Alquiler,1.0,300000.0,Pesos,Bº Nueva Córdoba,08.10.2023,BETANIA PLAZA: Amb. Olmos 1090 - 1 dorm c /  balcon - A estrenar - C /  amenities
25,Departamento,Alquiler,2.0,225000.0,Pesos,Bº Nueva Córdoba,08.10.2023,"SEMI-AMOBLADO,  BALCON CERRADO,  COCHERA- MIRA VIDEO"
26,Comercio,Alquiler,,100000.0,Pesos,Bº Villa Cabrera,08.10.2023,Local en Alquiler Av. Caraffa
27,Departamento,Alquiler,1.0,250000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Nazareno VI: Pueyrredon 151 - 1 Dorm CON BALCON CONTRAFRENTE
28,Departamento,Alquiler,1.0,200000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NVA CBA! A MTS BUEN PASTOR! GIGANTE! GRAN LIVING COCINA SEP BÑERA BCON BAJA EXP
30,Comercio,Alquiler,,100000.0,Pesos,Bº Cofico,05.10.2023,ALQUILO LOCAL EN BARRIO COFICO. 
31,Comercio,Alquiler,,80000.0,Pesos,Bº Colinas del Cerro,03.10.2023,LOCAL EN ALQUILER B° COLINAS DEL CERRO 
32,Departamento,Alquiler,1.0,250000.0,Pesos,Bº Nueva Córdoba,29.09.2023,Nazareno XI- Bv. Illia N°362 - 1 Dorm - balcon - Nueva Córdoba
33,Departamento,Alquiler,1.0,160000.0,Pesos,Bº Alberdi,21.09.2023,DEPTO en alquiler
35,Comercio,Alquiler,,80000.0,Pesos,Bº General Paz,08.10.2023,General Paz ★ ALQUILO LOCAL ★ 25m2!
36,Departamento,Alquiler,1.0,145000.0,Pesos,Bº General Paz,08.10.2023,Gral Paz ★ ALQUILO ★ 1 dorm amplio
37,Comercio,Alquiler,,75000.0,Pesos,Bº San Martin,08.10.2023,Local esquina en Bº San Martin
38,Departamento,Alquiler,1.0,190000.0,Pesos,Bº Centro,08.10.2023,DEPARTAMENTO TOTALMENTE EQUIPADO X 3 AÑOS
39,Casa,Alquiler,3.0,400.0,Dólares,Bº Villa Belgrano,08.10.2023,Alquiler - Villa Belgrano - Complejo cerrado - 3 Dormitorios
40,Comercio,Alquiler,,150000.0,Pesos,Bº Cerro de las Rosas,08.10.2023,Alquiler - Oficina - Cerro de las Rosas - 1 Baño
41,Departamento,Alquiler,1.0,230000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NUEVA CORDOBA - 1 DORM. CON BALCON
42,Departamento,Alquiler,2.0,1300.0,Dólares,Bº Villa Belgrano,08.10.2023,VISTALBA 2 dorm en suite mas dependencias
43,Departamento,Alquiler,1.0,180000.0,Pesos,Bº Fontanas del Sur,08.10.2023,FONTANAS DEL SUR . 1 DORM . AMENITIES . BALCON AMPLIO . SEGURIDAD . COCHERA
44,Comercio,Alquiler,,500000.0,Pesos,Bº Cerro de las Rosas,08.10.2023,"Oficina / local en alquiler,  Cerro de las Rosas,  Zona norte,  Córdoba"
45,Departamento,Alquiler,1.0,220000.0,Pesos,Bº Centro,08.10.2023,1 DORMITORIO AMOBLADO!!! Centro
46,Duplex,Alquiler,3.0,170000.0,Pesos,Bº Tablada Park,08.10.2023,CENTENARIO DÚPLEX 3 DORMITORIOS Y COCHERA  A MTRS DE AV CORDILLERA
47,Casa,Alquiler,2.0,250000.0,Pesos,Bº Villa Cabrera,08.10.2023, VILLA CABRERA ZONA COLEGIO PEÑA 2 DORMITORIOS EXCELENTE ESTADO
48,Departamento,Alquiler,1.0,350.0,Dólares,Bº Las Rosas,08.10.2023,ALQUILER OPERA LUXURY - 1 DORMITORIO
49,Departamento,Alquiler,1.0,180000.0,Pesos,Bº Nueva Córdoba,08.10.2023,ALQUILO UN DOR A MTS PALACIO FERREYRA - HERMOSA ZONA
50,Departamento,Alquiler,1.0,150000.0,Pesos,Bº General Paz,08.10.2023,Bº General Paz - alquiler 1 dormitorio c /  balcón
51,Departamento,Alquiler,2.0,260000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Nva Cba - Alquilo 2Dorm c / Balcon frente Parque Sarmiento!!
52,Comercio,Alquiler,,300000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Se alquila: Gran Local comercial sobre Ambrosio Olmos - Nueva Córdoba.
53,Comercio,Alquiler,,600000.0,Pesos,Bº Nueva Córdoba,08.10.2023,ALQUILO LOCAL COMERCIAL EXC. UBICACIÓN NUEVA CORDOBA
54,Departamento,Alquiler,1.0,175000.0,Pesos,Bº Guemes,08.10.2023,GUEMES TORRE ODOGAN A ESTRENAR
55,Casa,Alquiler,3.0,1200.0,Dólares,Bº Colinas del Cerro,08.10.2023,Casa Cerro de las Rosas en Alquiler
57,Comercio,Alquiler,,2000.0,Pesos,Bº Nueva Córdoba,08.10.2023,SE ALQUILA EXCELENTE LOCAL COMERCIAL EN AV ESTRADA ALMTS2)
58,Departamento,Alquiler,2.0,31000.0,Pesos,Bº Cofico,08.10.2023,Full Amoblado 2 dorm cochera  /  Temporario  /  Cofico - Mendoza 1555 - Grupo RDN
59,Departamento,Alquiler,2.0,230000.0,Pesos,Bº General Paz,08.10.2023,ALQUILER!!! Bº GRAL. PAZ!!! DEPTO DOS DORMITORIOS UN BAÑO!!! DISPONIBLE YA!!!
60,Casa,Alquiler,4.0,3000.0,Dólares,Bº El Bosque,08.10.2023,ALQUILER COUNTRY EL BOSQUE - IMPORTANTE CASA 4 / 5 DORMITORIOS CATEGORÍA 550 CUB
61,Comercio,Alquiler,,6.0,Dólares,Bº Los Boulevares,08.10.2023,ALQUILER. NAVE INDUSTRIAL AV. LA VOZ DEL INTERIOR
62,Departamento,Alquiler,1.0,180000.0,Pesos,Bº Centro,08.10.2023,"KABALS ALQUILA DEPARTAMENTO DE UN DORMITORIO,  A ESTRENAR,  EN AYACUCHO 365"
63,Comercio,Alquiler,,180000.0,Pesos,Bº Centro,08.10.2023,KABALS ALQUILA DOS LOCALES UNIDOS EN AVENIDA COLON 274
64,Duplex,Alquiler,3.0,600.0,Dólares,Bº Otro,08.10.2023,"Cañuelas Chico,  duplex en alquiler de 3 dormitorios escritorio,  3 baños"
65,Departamento,Alquiler,1.0,150000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Alq. Nva. Cord. 1 Dorm. Semi Amoblado!!!
66,Departamento,Alquiler,1.0,130000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Depto. en alquiler 1 dormitorio con balcón
67,Comercio,Alquiler,,2000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Alquila: Gran Local comercial sobre Av. Estrada
68,Comercio,Alquiler,,220000.0,Pesos,Bº Villa Adela,08.10.2023,Local en alquiler sobre fuerza Aerea 4600
70,Casa,Alquiler,3.0,1000.0,Dólares,Bº Valle Escondido,08.10.2023,ALQUILO Casa 1 SOLA PLANTA -3 dorm 3 baños- Valle Escondido - Los Sueños
71,Departamento,Alquiler,4.0,1200.0,Dólares,Bº Las Rosas,08.10.2023,¡Alquiler de  Hermoso Penthouse en complejo Ópera!  Disponibilidad Inmediata
72,Comercio,Alquiler,,400000.0,Pesos,Bº Talleres Oeste,08.10.2023,"GALPON + OFICINAS ""Excelente Depósito"""
73,Comercio,Alquiler,,1200.0,Pesos,Bº Mariano Fragueiro,08.10.2023,GALPON EN EXCELENTES CONDICIONES!!! Bº GUIÑAZU!
74,Departamento,Alquiler,1.0,270000.0,Pesos,Bº General Paz,08.10.2023,EXCELNTE ALQUILER TEMPORARIO EN GENARAL PAZ DE UN DORMITORIO!!!!
75,Casa,Alquiler,3.0,800.0,Dólares,Bº Miradores de Manantiales,08.10.2023,Alquiler - Casa - 3 Dormitorios - B° Miradores de Manantiales I
76,Comercio,Alquiler,,50000.0,Pesos,Bº Santa Cecilia,08.10.2023,ALQUILO ZONA ORFEO!!  LINDO COMPLEJO DE LOCALES! 
78,Departamento,Alquiler,3.0,520.0,Dólares,Bº Manantiales,08.10.2023,Duplex en Costas de Manantiales
79,Comercio,Alquiler,,360000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Alquiler oficina / local en Nueva Cordoba
80,Departamento,Alquiler,1.0,150000.0,Pesos,Bº Nueva Córdoba,08.10.2023,EXTERNO - P3° - SIN BALCON
81,Casa,Alquiler,3.0,1100.0,Dólares,Bº Villa Belgrano,08.10.2023,VILLA BELGRANO! CASA EN ALQUILER
82,Departamento,Alquiler,1.0,100000.0,Pesos,Bº Alberdi,08.10.2023,"ALBERDI"" EXCELENTE DUPLEX !! 1 DOR! TERRAZA C / ASADOR !"
83,Comercio,Alquiler,,1200.0,Pesos,Bº Villa Belgrano,08.10.2023,ALQUILER SOBRE R.MARTINOLLI EXCEPCIONAL PROPIEDAD COMERCIAL
84,Departamento,Alquiler,1.0,15000.0,Pesos,Bº Nueva Córdoba,08.10.2023,$15.000 Amoblado por día Nueva Cba
85,Casa,Alquiler,3.0,1400.0,Dólares,Bº Villa Belgrano,08.10.2023,"Excelente Housing en alquiler temporario tres dormitorios,  Villa Belgrano,   Córd"
86,Casa,Alquiler,,7000.0,Dólares,Bº Nueva Córdoba,08.10.2023,Alquiler Importante Casa Sobre Hipolito Yrigoyen Nueva Cordoba
87,Comercio,Alquiler,,80000.0,Pesos,Bº Guemes,08.10.2023,Local comercial frente al nuevo paseo de Guemes!
88,Duplex,Alquiler,3.0,500000.0,Pesos,Bº Santina Norte,08.10.2023,Duplex 3 Dor  2 Baños- Amenities -Santina Norte - Valle Escondido
89,Departamento,Alquiler,1.0,260000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Nazareno XI: Bv. Illia N°362 - 1 Dorm - Nueva Córdoba
90,Duplex,Alquiler,3.0,750.0,Dólares,Bº Los Carolinos,08.10.2023,ALQUILER HOUSING 3 DORM B° LOS CAROLINOS
91,Departamento,Alquiler,1.0,220000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Betania VII: Peredo 46 - 1 Dormitorio con balcón - a mts. de UNC
92,Departamento,Alquiler,1.0,280000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NAZARENO XV AVENUE: Estrada 48 - 1 dorm c /  balcon- Amenities
93,Departamento,Alquiler,2.0,260000.0,Pesos,Bº Lomas del Chateau ,08.10.2023,ALQUILO DUPLEX EN HOUSING DOS DORMITORIOS B° LOMAS DEL CHATEAU
94,Departamento,Alquiler,1.0,250000.0,Pesos,Bº Centro,08.10.2023,Bv. San Juan 550: Edificio Genesis - 1 Dormitorio
95,Departamento,Alquiler,1.0,220000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Nazareno I: Pueyrredon 282 - 1 dorm con balcón - piso N°13
96,Departamento,Alquiler,2.0,200000.0,Pesos,Bº Cofico,08.10.2023,COFICO DEPTO 2 DORMITORIOS Y PATIO PROPIO
97,Comercio,Alquiler,,85000.0,Pesos,Bº Centro,08.10.2023,"CTRO- Av. Colon 720,  100 mts,  Dividi,  Z / Tribunales,  a mts Cañada"
98,Penthouse,Alquiler,3.0,1500.0,Dólares,Bº General Paz,08.10.2023,NO TE PIERDAS LA VISTA DE ESTE PENTHOUSE!
99,Casa,Alquiler,2.0,250000.0,Pesos,Bº El Refugio,08.10.2023,EL REFUGIO 2d alquiler con patio y quincho
100,Departamento,Alquiler,2.0,480000.0,Pesos,Bº Jardín Claret,07.10.2023,Alquiler! Departamento Condominio Summum | Seguridad | Pileta | Cochera
101,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Alta Córdoba,06.10.2023,A Estrenar *Hermoso Depto  Bajas Expensas* 
102,Comercio,Alquiler,,300000.0,Pesos,Bº Observatorio,06.10.2023,GALPON OFICINA 540 m2 - A 50 MTS NUEVOCENTRO SHOPPING
103,Comercio,Alquiler,,500000.0,Pesos,Bº Centro,06.10.2023,ALQUILER PISO COMPLETO! Centro Ciudad de Córdoba. 
104,Departamento,Alquiler,,240000.0,Pesos,Bº Teodoro Felds,06.10.2023,SE ALQUILA DEPTO AMOBLADO EN TERRAFORTE II
105,Departamento,Alquiler,1.0,140000.0,Pesos,Bº Centro,05.10.2023,ALQ. UN DOR - CORRIENTES 500-CENTRO
106,Departamento,Alquiler,2.0,2000.0,Dólares,Bº Nueva Córdoba,04.10.2023,2 dormitorios Amoblado-Bv. Chacabuco 800- Nueva Cordoba
107,Departamento,Alquiler,2.0,180000.0,Pesos,Bº Centro,03.10.2023,alq. 2 dormitorios-D. Quiros 300 - Centro
108,Departamento,Alquiler,3.0,650.0,Dólares,Bº Villa Warcalde,03.10.2023,ALQUILER DUPLEX CERRADO Bº VILLA WARCALDE 3 DORM.
109,Departamento,Alquiler,1.0,2300.0,Dólares,Bº Nueva Córdoba,03.10.2023,SEMIPISO de 226 m2!! Fte Pza España! c / 2 Cocheras
110,Departamento,Alquiler,1.0,110000.0,Pesos,Bº Centro,28.09.2023,1 DOR CENTRO SIN EXPENSAS
111,Comercio,Alquiler,,300000.0,Pesos,null,18.09.2023,"NUEVA CBA,  OFICINA 200m2,  AMOBLADA,  AA / CC, CENTRAL FRIOCALOR."
112,Departamento,Alquiler,1.0,350000.0,Pesos,Bº Poeta Lugones,18.09.2023,Nuevo Poeta Lugones alquiler
113,Comercio,Alquiler,,140000.0,Pesos,Bº Rosedal,12.09.2023,Local en Alquiler
114,Departamento,Alquiler,1.0,65000.0,Pesos,Bº Guemes,07.08.2023,KABAL'S ALQUILA LOCAL APTO GASTRONOMICO EN PUEYRREDON 619
115,Departamento,Alquiler,1.0,160000.0,Pesos,Bº Alberdi,11.07.2023,ALQUILER DEPTO 1 DORM - a Metros de Patio Olmos
116,Departamento,Alquiler,1.0,70000.0,Pesos,Bº Los Naranjos,07.06.2023,MAESTRO VIDAL dpto 1 dorm 1 baño con patio
117,Comercio,Alquiler,,3100.0,Pesos,Bº Los Boulevares,09.10.2023,DEPOSITO SOBRE CIRCUNVALACION - - ZONA NORTE -  ROCIADORES-DOCKS-AISLACION
120,Comercio,Alquiler,,360000.0,Pesos,Bº Centro,09.10.2023,B CENTRO - FRENTE PLAZA SAN MARTIN - 92M2 - FRENTE VIDRIADO
121,Comercio,Alquiler,,3456.0,Pesos,Bº Los Boulevares,09.10.2023,DEPOSITOS AAA - DOCK DE CARGA - AISLACION TERMICA - ROCIADORES - SEG 24 HS.
122,Comercio,Alquiler,,490000.0,Pesos,Bº Cerro de las Rosas,09.10.2023,B° CERRO DE LAS ROSAS - AV. RAFAEL NUÑEZ 4653 - CUBIERTOS - FRENTE  VIDRI
123,Comercio,Alquiler,,2200.0,Pesos,Bº Villa Paez,09.10.2023,DEPOSITO UBICADO A 1 CUADRA DE AV COSTANERA
125,Piso,Alquiler,3.0,350000.0,Pesos,Bº Centro,08.10.2023,ALQUILER. PISO COMPLETO EN EL CENTRO. URQUIZA Y STA ROSA. EXPENSAS BAJISIMAS!!!
126,Departamento,Alquiler,1.0,220000.0,Pesos,Bº Centro,08.10.2023,1 DORMITORIO A ESTRENAR A METROS DE PLAZA DE LA INTENDENCIA
127,Casa,Alquiler,4.0,2500.0,Dólares,Bº El Bosque,08.10.2023,El Bosque ★ ALQUILO ★ 4 dorm + escritorio 500m2 cub
128,Departamento,Alquiler,3.0,280000.0,Pesos,Bº General Paz,08.10.2023,Gral Paz  ★ ALQUILO ★ 3 dorm c /  patio! ★
129,Comercio,Alquiler,,100000.0,Pesos,Bº Jardín,08.10.2023, ALQUILO LOCAL 30m2 Nores Martinez 
130,Departamento,Alquiler,1.0,140000.0,Pesos,Bº Alta Córdoba,08.10.2023,Habita Jujuy ★★★ exclusivo Alta Cba - 1dorm enorme
131,Departamento,Alquiler,2.0,200000.0,Pesos,Bº Nuevo Jardín,08.10.2023,Residencias del Sur ★  ALQUILO ★  2 dorm c /  asador
132,Departamento,Alquiler,1.0,165000.0,Pesos,Bº General Paz,08.10.2023,Gral Paz Soul Lima ★ ALQUILO ★ 1dorm amplio
133,Casa,Alquiler,4.0,2000.0,Dólares,Bº Valle Escondido,08.10.2023,Los Arboles Valle Escondido ALQUILO 4 dorm + escritorio
134,Comercio,Alquiler,,50000.0,Pesos,Bº Centro,08.10.2023,CENTRO: GRAL PAZ 142 OFICINA DE 75 M2
135,Departamento,Alquiler,,130000.0,Pesos,Bº San Martin,08.10.2023,Loft con amplia terraza en Bº San Martin
136,Departamento,Alquiler,1.0,70000.0,Pesos,Bº Dean Funes,08.10.2023,"B° Dean Funes,  1 dorm en P.B con patio interno"
137,Departamento,Alquiler,2.0,70000.0,Pesos,Bº Pueyrredon,08.10.2023,B° Pueyrredon: dpto de 2 dorm con patio interno
138,Comercio,Alquiler,,80000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NUEVA CÓRDOBA-FRUCTUOSO RIVERA MTRS V. SARSFIELD LOCAL APTO VIVIENDAA
139,Departamento,Alquiler,,80000.0,Pesos,Bº Nueva Córdoba,08.10.2023,NVA CORDOBA - F. RIVERA 182 - MONOAMBIENTE PEQUEÑO SIN EXPENSAS
140,Comercio,Alquiler,,100000.0,Pesos,Bº Centro,08.10.2023,Centro-Nva Cba Paraná 290 Doble Altura - 100mts.
141,Departamento,Alquiler,,45000.0,Pesos,Bº Alto Alberdi,08.10.2023,"Alto Alberdi- M. Vidal 491,  Interno,  Muy Chico,  Con Patio Grande,  Sin Expensas"
142,Departamento,Alquiler,1.0,47000.0,Pesos,Bº Villa el Libertador,08.10.2023,"Villa Libertador- Alto de Flores 1027,  Ptio chico,  Sin Expensas"
143,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Alberdi,08.10.2023,"Alberdi-27 Abril 2130,  Tipo casa,  Sin Exp,  Ptio chico,  Amplio,  entrada individua"
144,Departamento,Alquiler,1.0,200000.0,Pesos,Bº Nueva Córdoba,08.10.2023,"Nva. Cba- Ituzaingo 1139,  Coc / Sep,  Balcon,  Amplio,  a mts Plaza España"
145,Casa,Alquiler,4.0,100.0,Dólares,Bº Villa Belgrano,08.10.2023,VILLA BELGRANO - ALQUILER TEMPORARIO -CASA
146,Comercio,Alquiler,,5000.0,Pesos,Bº Alta Córdoba,08.10.2023,"JUAN B JUSTO 3254 LOC C /  CORTINA METÁLICA Y VIDRIERA,  28M2 EN ZONA COMERCIAL"
147,Departamento,Alquiler,2.0,140000.0,Pesos,Bº Alberdi,08.10.2023,DEPARTAMENTO 2 DORMITORIOS - ZONA SHOOPING
148,Comercio,Alquiler,,50000.0,Pesos,Bº Centro,08.10.2023,ALQ. OFICINA 46m2 CENTRO - CALLLE 27 DE ABRIL
149,Comercio,Alquiler,,35000.0,Pesos,Bº San Martin,08.10.2023,San Martín - Local - 20Mts2 Aprox - Baño - Kitchenette
150,Comercio,Alquiler,,700.0,Dólares,Bº San Martin,08.10.2023,San Martín - Alquiler - Local / Deposito / Oficina
151,Departamento,Alquiler,1.0,80000.0,Pesos,Bº San Fernando,08.10.2023,San Fernando 1d (duplex) sin patio
152,Departamento,Alquiler,2.0,140000.0,Pesos,Bº San Fernando,08.10.2023,Ipona / San Fernando 2d c / patio 3 x 3 y asador
153,Comercio,Alquiler,,270000.0,Pesos,Bº Los Boulevares,08.10.2023,Dueño Alquila Galpón 150 m2 Complejo Cerrado B° Los Boulevares
154,Comercio,Alquiler,,200000.0,Pesos,Bº Los Boulevares,08.10.2023, Dueño Alquila Galpón 100 m2 Complejo Cerrado B° Los Boulevares
155,Comercio,Alquiler,,120000.0,Pesos,Bº Nueva Córdoba,08.10.2023,SE ALQUILA LOCAL NVA CORDOBA INMEJORABLE UBICACION 
156,Departamento,Alquiler,2.0,180000.0,Pesos,Bº Observatorio,08.10.2023,ALQUILO - 2 DORM C / COCHERA MTS NVA CBA - B° OBSERVATORIO
157,Casa,Alquiler,2.0,200000.0,Pesos,Bº Parque Futura,08.10.2023,ALQUILER  Bº Parque Futura | 500m2 Ideal proyecto industrial  /  comercial
158,Departamento,Alquiler,1.0,160000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Nva. Cba. | Exc. ubicación | 1dor.
159,Departamento,Alquiler,3.0,1000.0,Dólares,Bº Cerro de las Rosas,08.10.2023,Casonas del Cerro- 3 dorm- premium - amenities 
160,Duplex,Alquiler,3.0,420000.0,Pesos,Bº Greenville 2,08.10.2023,Amplio dúplex-calidad- 3 dorm- 2 Baños- cochera 
161,Departamento,Alquiler,2.0,330000.0,Pesos,Bº Jardín Claret,08.10.2023,Alquiler Dpto categoría 1 dormitorio y 1 / 2 SUMMUM - Complejo cerrado
162,Comercio,Alquiler,,430000.0,Pesos,Bº Centro,08.10.2023,Gran Galpon con oficinas. Excelente ubicacion! Consulte bonificacion! 
163,Comercio,Alquiler,,60000.0,Pesos,Bº Nueva Córdoba,08.10.2023,ALQUILER LOCAL EXCELENTE UBICACION!!
164,Casa,Alquiler,4.0,300000.0,Pesos,Bº General Paz,08.10.2023,ALQUILER USO COMERCIAL!! 8 PRIVADOS!! GRAN CASA!!
165,Departamento,Alquiler,1.0,240000.0,Pesos,Bº Jardín Claret,08.10.2023,Alquiler Dpto categoría 1 dormitorio SUMMUM - Complejo cerrado
166,Departamento,Alquiler,3.0,160000.0,Pesos,Bº Matienzo,08.10.2023,3 DOR  /  COCHERA /  ASADOR - COMPLEJO CERRADO /  VIGILANCIA
167,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Centro,08.10.2023,ENOOOORME !! 1 Dormitorio en Centro !! INCREIBLE y a mts del Bv San Juan
168,Dúplex,Alquiler,3.0,450000.0,Pesos,Bº Arguello,08.10.2023,"B° ARGÜELLO - DÚPLEX 3 DORM,  3 BAÑOS,  COCHERA Y PATIO. "
169,Casa,Alquiler,3.0,2000.0,Dólares,Bº El Bosque,08.10.2023,ALQ. EL BOSQUE Categoría
170,Comercio,Alquiler,,38000.0,Pesos,Bº Centro,08.10.2023,Galería San Martín! 4 Locales. 5m2 a 250m2.Peatonal. Zona Peatonal. 4r-42
171,Departamento,Alquiler,1.0,150000.0,Pesos,Bº Centro,08.10.2023,"ALQUILO DEPTO 1 DORM EXTERNO,  LUMINOSO"
172,Departamento,Alquiler,1.0,160000.0,Pesos,Bº Nueva Córdoba,08.10.2023,"Depto. 1 dorm.,  con balcón a mts de Cdad. Universitaria"
173,Dúplex,Alquiler,2.0,300000.0,Pesos,Bº Alto Alberdi,08.10.2023,Alquiler de departamento en Bº Alto Alberdi sobre calle Luna y Cardenas
174,Departamento,Alquiler,1.0,165000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Gran depto. en alquiler 1 dormitorio con balcón a mts de Ciudad Universitaria
175,Comercio,Alquiler,,21000.0,Pesos,Bº Centro,08.10.2023,"Centro. Oficina con 2 privados,  sala de espera y baño privado. Bajas expensas."
176,Departamento,Alquiler,3.0,490000.0,Pesos,Bº Greenville 2,08.10.2023,Alquilo Excepcional Duplex Greenville 2
177,Departamento,Alquiler,1.0,210000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Alquiler de departamento en bº Nueva Cordoba con expensas bajas.
178,Departamento,Alquiler,2.0,230000.0,Pesos,Bº Centro,08.10.2023,"Dos dorm! Con GRAN TERRAZA,  y PATIO! - Bº Centro "
179,Comercio,Alquiler,,22000.0,Pesos,Bº Alberdi,08.10.2023,"ZONA MUNICIPALIDAD,  BOLIVAR 382,  GUARDIA 24HS,  PORTON AUTOMATICO"
180,Comercio,Alquiler,,320000.0,Pesos,Bº General Paz,08.10.2023,ALQUILO B° GRAL PAZ 25 D MAYO 1100 LOCAL COMERCIAL 
181,Comercio,Alquiler,,75000.0,Pesos,Bº Guemes,08.10.2023,"Alquilo Hermoso local apto oficina,  consultorio,  barbería,  peluquería,  etc..."
182,Departamento,Alquiler,3.0,550000.0,Pesos,Bº Nueva Córdoba,08.10.2023,Departamento tres dormitorios alquiler Nueva Córdoba
183,Comercio,Alquiler,,25000.0,Pesos,Bº Observatorio,08.10.2023,ALQUILO COCHERAS - Bº OBSERVATORIO ZONA TRIBUNALES II -
184,Departamento,Alquiler,1.0,120000.0,Pesos,Bº Alta Córdoba,08.10.2023,Alta Cba Urquiza 1506 - Fte  1 dor balcon 
185,Departamento,Alquiler,1.0,180000.0,Pesos,Bº Nueva Córdoba,08.10.2023," B° NVA CBA OBISPO ORO 259,  1 DOR SIN BALCON"
186,Departamento,Alquiler,2.0,160000.0,Pesos,Bº General Paz,08.10.2023," Gral Paz Av. Patria 229,  2 dor balcon  Dpto Amplio"""
