id,TipoDeInmueble,TipoDeOperacion,Dormitorios,Precio,Moneda,Zona,FechaDeActualización,Descripcion
1525,null,Alquiler,,130000.0,Pesos,Bº Nueva Córdoba,09.06.2023,En el Corazon de Nueva Cordoba ¡HERMOSO DPTO AMOBLADO! en alquiler
1526,null,Alquiler,,42000.0,Pesos,Bº Padre Claret,06.06.2023,Alquilo Deposito a Metros de la Mujer Urbana
1528,null,Alquiler,,320000.0,Pesos,Bº Docta Urbanización Inteligente,05.06.2023,Alquiler importante Local Comercial en Docta
1529,null,Alquiler,,140000.0,Pesos,Bº Docta Urbanización Inteligente,05.06.2023,Alquiler Local Comercial Docta
1530,null,Alquiler,,180000.0,Pesos,Bº Docta Urbanización Inteligente,05.06.2023,Alquiler Imponente Local Comercial en Docta
1532,null,Alquiler,,60000.0,Pesos,Bº Villa Cabrera,30.05.2023,Dueño alquila local en Av. Caraffa
1533,null,Alquiler,,115000.0,Pesos,Bº Nueva Córdoba,29.05.2023,ALQUILER 1 DORM A ESTRENAR SOBRE CAÑADA - DISPONIBLE DESDE ABRIL
1534,null,Alquiler,,10.0,Pesos,Bº Centro,29.05.2023,PEATONAL 9 DE JULIO - LOCAL EN ALQUILER
1535,null,Alquiler,,110000.0,Pesos,Bº Centro,29.05.2023,En Pleno centro -Zona Tribunales DPTO 1 Dormitorio en alquiler!
1538,null,Alquiler,,180000.0,Pesos,Bº General Paz,24.05.2023,ALQUILER-CASA DE 3 DORM-GENERAL PAZ-PILETA
1539,null,Alquiler,,350000.0,Pesos,Bº Centro,18.05.2023,OPORTUNIDAD!! PISOS DE OFICINAS !!! ADMINISTRATIVO Y SERVICIOS Bº CENTRO!!
1540,null,Alquiler,,75000.0,Pesos,Bº Centro,16.05.2023,ZONA CENTRO ALQUILO DPTO 1 DORM-COC / COM-BAÑO
1541,null,Alquiler,,900.0,Dólares,Bº Villa Warcalde,15.05.2023,"Casa en alquiler,  4 dormitorios,  Villa Warcalde con importante parque y  amoblada"
1544,null,Alquiler,,135000.0,Pesos,Bº General Paz,24.04.2023,ALQUILER DEPARTAMENTO 2 DORM 
1545,null,Alquiler,,130000.0,Pesos,Bº Jardín,21.04.2023,Barrio Jardin - Seguridad 24 hs!
1546,null,Alquiler,,45000.0,Pesos,Bº Centro,18.04.2023,Centro - Oficina Fte a Cañada - Zona Tribunales
1552,null,Alquiler,,80000.0,Pesos,Bº Providencia,13.01.2023,DOS DORMITORIOS CON BALCÓN EXTERNO - Bº PROVIDENCIA
1556,null,Alquiler,,75000.0,Pesos,Bº Nueva Córdoba,27.09.2022,"Bº NVA CBA RONDEAU 69,  2 DOR  SEG 24 HS."
1561,null,Alquiler,,45000.0,Pesos,Bº Guemes,19.05.2022,"Guemes-Nva. Cba- Cañada 888 y F. Rivera,  Coc / Sep,  2Balc,  Ext,  Amplio"
1563,null,Alquiler,,65000.0,Pesos,Bº Urquiza,06.05.2022,Dpto 3 Dorm - Villasol
1564,null,Alquiler,,50000.0,Pesos,Bº Urquiza,06.05.2022,Ciudad GAMA - 1 Dormitorio amoblado
1565,null,Alquiler,,45000.0,Pesos,Bº San Rafael,14.03.2022,"San Rafael,  zona colegios,  casa uso comercial.-"
1586,null,Alquiler,,120000.0,Pesos,Bº Centro,14.09.2023,SE ALQUILA DPTO PLANTA BAJA CON PATIO -1 DORM -1BAÑO-COC / SEPARADA -LIV / COM
1587,null,Alquiler,,100000.0,Pesos,Bº Valle Cercano,04.09.2023,VALLE CERCANO- COMPLEJO C / PILETA y SEGURIDAD- Dto. Externo 1dor.-
1588,null,Alquiler,,40000.0,Pesos,Bº Villa Alberdi,28.08.2023,LOCAL EN ALQUILER
1589,null,Alquiler,,80000.0,Pesos,Bº Centro,16.08.2023,OFICINA fte a Tribunales I - D. Quirós esq. Bolívar  - 4 privados 
1591,null,Alquiler,,100000.0,Pesos,Bº Centro,11.08.2023,CENTRO - 2 DORM - LA RIOJA 122 mts AV. GRAL. PAZ
1592,null,Alquiler,,85000.0,Pesos,Bº Yofre Sud,03.08.2023,Alquiler departamento 1 dormitorios Yofre Sud.
1593,null,Alquiler,,160000.0,Pesos,Bº Centro,24.07.2023,SE ALQUILA DPTO 1 DORM PLANTA BAJA CON PATIO
1594,null,Alquiler,,90000.0,Pesos,Bº Alto Alberdi,23.07.2023,Depto a mts. Nuevo Centro Shopping
1595,null,Alquiler,,120000.0,Pesos,Bº Arguello,20.07.2023,Av. Ricardo Rojas 6.769 Arguello Cba. (Ver vídeo)
1596,null,Alquiler,,105000.0,Pesos,Bº Centro,14.07.2023,DEPTO EN ALQUILER AMOBLADO 1 DORMITORIO 
1597,null,Alquiler,,150000.0,Pesos,Bº Cofico,14.07.2023,"EXCELENTE DPTO EN ALQUILER,  APTO OFICINA"
1598,null,Alquiler,,80000.0,Pesos,Bº Alberdi,12.06.2023,OPORTUNIDAD AMPLIO C / BALCON
1599,null,Alquiler,,150000.0,Pesos,Bº Cerro de las Rosas,12.06.2023,OPORTUNIDAD AMPLIO  DEPOSITO-BAULERA EN PLENO CERRO DE LAS ROSAS
1600,null,Alquiler,,78000.0,Pesos,Bº Providencia,05.06.2023,B° Provindencia - Martin Garcia 564 - se alquila
1601,null,Alquiler,,95000.0,Pesos,Bº Centro,16.05.2023,"SE ALQUILA LOCAL,  CON BAÑO- JUJUY 193 ESQ COLON"
1602,null,Alquiler,,55000.0,Pesos,Bº Alberdi,13.04.2023,ALQUILER DEPARTAMENTO 1 DORM
1603,null,Alquiler,,170000.0,Pesos,Bº Centenario,25.10.2022,"Centenario,  1 cda de La Cordillera"
1642,null,Alquiler,,250000.0,Pesos,Bº Teodoro Felds,05.10.2023,Alquiler Temporario Dpto 2 Dorm En Villa Sol
1643,null,Alquiler,,200000.0,Pesos,Bº Mariano Balcarce,05.10.2023,Alquiler departamento 2 dorm amoblado
1736,null,Alquiler,,410000.0,Pesos,Bº Ameghino Norte,06.09.2023,ALQUILO GALPON A 3 CUADRAS DE RUTA 20 
1816,null,Alquiler,,400000.0,Pesos,Bº Villa Cabrera,17.05.2023,VILLA CABRERA - AMPLIO GALPON EN ALQUILER - NAVE DE 380 M2 - ZONA SHOPPING
2118,null,Alquiler,,170000.0,Pesos,Bº General Paz,02.10.2023,Gral Paz - 1 Dor c / coch o sin coch
2211,null,Alquiler,,130000.0,Pesos,Bº Universitario de Horizonte,28.09.2023,Alquilo casa por dueño sin comisión
2334,null,Alquiler,,95000.0,Pesos,Bº Alberdi,25.09.2023,ALQUILO DEPARTAMENTO DE UN DORMITORIO ZONA PLAZA COLON
